name_from,name_to,distance,price1,price2,price3,price4,price5
PEAGE DE CLERMONT,PEAGE DE ST GERMAIN LES VERGNES,,22.5,33.9,48.0,67.4,13.3
PEAGE DE ST GERMAIN LES VERGNES,PEAGE DE CLERMONT,,22.5,33.9,48.0,67.4,13.3
PEAGE DE CLERMONT,TULLE NORD,,20.8,31.2,43.8,63.3,11.9
TULLE NORD,PEAGE DE CLERMONT,,20.8,31.2,43.8,63.3,11.9
PEAGE DE CLERMONT,TULLE EST,,20.0,29.8,42.9,58.1,11.5
TULLE EST,PEAGE DE CLERMONT,,20.0,29.8,42.9,58.1,11.5
PEAGE DE CLERMONT,EGLETONS,,17.1,25.2,36.4,52.1,9.9
EGLETONS,PEAGE DE CLERMONT,,17.1,25.2,36.4,52.1,9.9
PEAGE DE CLERMONT,USSEL OUEST,,14.2,20.5,30.6,42.8,8.2
USSEL OUEST,PEAGE DE CLERMONT,,14.2,20.5,30.6,42.8,8.2
PEAGE DE CLERMONT,USSEL EST,,12.0,18.3,26.8,37.0,6.8
USSEL EST,PEAGE DE CLERMONT,,12.0,18.3,26.8,37.0,6.8
PEAGE DE CLERMONT,ST JULIEN SANCY,,9.2,13.8,20.2,27.2,5.5
ST JULIEN SANCY,PEAGE DE CLERMONT,,9.2,13.8,20.2,27.2,5.5
PEAGE DE CLERMONT,VULCANIA BROMONT,,6.6,9.5,14.2,19.6,3.8
VULCANIA BROMONT,PEAGE DE CLERMONT,,6.6,9.5,14.2,19.6,3.8
PEAGE DE CLERMONT,MANZAT,,4.3,6.2,8.9,12.0,2.4
MANZAT,PEAGE DE CLERMONT,,4.3,6.2,8.9,12.0,2.4
GERZAT,PEAGE DE ST GERMAIN LES VERGNES,,20.9,31.9,45.0,63.5,12.4
PEAGE DE ST GERMAIN LES VERGNES,GERZAT,,20.9,31.9,45.0,63.5,12.4
GERZAT,TULLE NORD,,19.2,29.2,40.8,59.4,11.0
TULLE NORD,GERZAT,,19.2,29.2,40.8,59.4,11.0
GERZAT,TULLE EST,,18.4,27.8,39.9,54.2,10.6
TULLE EST,GERZAT,,18.4,27.8,39.9,54.2,10.6
GERZAT,EGLETONS,,15.5,23.2,33.4,48.2,9.0
EGLETONS,GERZAT,,15.5,23.2,33.4,48.2,9.0
GERZAT,USSEL OUEST,,12.6,18.5,27.6,38.9,7.3
USSEL OUEST,GERZAT,,12.6,18.5,27.6,38.9,7.3
GERZAT,USSEL EST,,10.4,16.3,23.8,33.1,5.9
USSEL EST,GERZAT,,10.4,16.3,23.8,33.1,5.9
GERZAT,ST JULIEN SANCY,,7.6,11.8,17.2,23.3,4.6
ST JULIEN SANCY,GERZAT,,7.6,11.8,17.2,23.3,4.6
