name_from,name_to,distance,price1,price2,price3,price4,price5
MANZAT,VULCANIA BROMONT,,1.8,3.1,4.4,6.5,1.1
MANZAT,ST JULIEN SANCY,,4.4,6.9,9.8,13.9,2.8
MANZAT,USSEL EST,,7.4,11.1,15.6,22.2,4.4
MANZAT,USSEL OUEST,,9.0,13.6,20.1,27.9,5.5
MANZAT,EGLETONS,,11.9,18.0,25.2,35.4,7.3
MANZAT,TULLE EST,,14.5,21.5,30.4,45.1,8.7
MANZAT,TULLE NORD,,15.2,23.1,32.7,46.3,9.1
MANZAT,PEAGE DE ST GERMAIN LES VERGNES,,18.0,27.2,39.0,54.9,10.5
VULCANIA BROMONT,MANZAT,,1.8,3.1,4.4,6.5,1.1
VULCANIA BROMONT,ST JULIEN SANCY,,2.1,3.6,5.3,7.1,1.3
VULCANIA BROMONT,USSEL EST,,4.7,8.5,11.2,15.1,3.1
VULCANIA BROMONT,USSEL OUEST,,6.9,10.8,15.6,21.4,4.2
VULCANIA BROMONT,EGLETONS,,9.6,14.3,20.1,30.6,5.5
VULCANIA BROMONT,TULLE EST,,12.2,18.2,25.6,35.9,7.7
VULCANIA BROMONT,TULLE NORD,,12.8,18.8,27.3,39.0,8.1
VULCANIA BROMONT,PEAGE DE ST GERMAIN LES VERGNES,,15.2,24.1,33.8,47.7,9.5
ST JULIEN SANCY,MANZAT,,4.4,6.9,9.8,13.9,2.8
ST JULIEN SANCY,VULCANIA BROMONT,,2.1,3.6,5.3,7.1,1.3
ST JULIEN SANCY,USSEL EST,,2.4,4.3,6.2,8.9,1.4
ST JULIEN SANCY,USSEL OUEST,,4.3,7.2,11.0,15.9,3.2
ST JULIEN SANCY,EGLETONS,,7.7,11.5,17.6,24.0,4.6
ST JULIEN SANCY,TULLE EST,,10.2,16.4,23.3,31.0,6.2
ST JULIEN SANCY,TULLE NORD,,10.9,17.3,25.5,34.8,6.6
ST JULIEN SANCY,PEAGE DE ST GERMAIN LES VERGNES,,14.3,22.1,31.6,41.6,8.5
USSEL EST,MANZAT,,7.4,11.1,15.6,22.2,4.4
USSEL EST,VULCANIA BROMONT,,4.7,8.5,11.2,15.1,3.1
USSEL EST,ST JULIEN SANCY,,2.4,4.3,6.2,8.9,1.4
USSEL EST,USSEL OUEST,,1.5,2.5,3.8,5.4,1.0
USSEL EST,EGLETONS,,4.2,6.6,9.5,13.4,2.7
USSEL EST,TULLE EST,,6.4,9.5,13.8,20.3,3.8
USSEL EST,TULLE NORD,,7.2,10.5,15.4,23.4,4.5
USSEL EST,PEAGE DE ST GERMAIN LES VERGNES,,9.8,14.9,21.4,29.1,5.9
USSEL OUEST,MANZAT,,9.0,13.6,20.1,27.9,5.5
USSEL OUEST,VULCANIA BROMONT,,6.9,10.8,15.6,21.4,4.2
USSEL OUEST,ST JULIEN SANCY,,4.3,7.2,11.0,15.9,3.2
USSEL OUEST,USSEL EST,,1.5,2.5,3.8,5.4,1.0
USSEL OUEST,EGLETONS,,2.3,4.0,6.2,8.3,1.4
USSEL OUEST,TULLE EST,,4.8,7.8,10.8,15.3,2.8
USSEL OUEST,TULLE NORD,,5.4,8.9,13.0,18.5,3.5
USSEL OUEST,PEAGE DE ST GERMAIN LES VERGNES,,8.3,12.7,18.1,25.2,4.8
EGLETONS,MANZAT,,11.9,18.0,25.2,35.4,7.3
EGLETONS,VULCANIA BROMONT,,9.6,14.3,20.1,30.6,5.5
EGLETONS,ST JULIEN SANCY,,7.7,11.5,17.6,24.0,4.6
EGLETONS,USSEL EST,,4.2,6.6,9.5,13.4,2.7
EGLETONS,USSEL OUEST,,2.3,4.0,6.2,8.3,1.4
EGLETONS,TULLE EST,,1.6,2.7,4.0,5.4,1.0
EGLETONS,TULLE NORD,,2.5,4.1,6.3,7.8,1.4
EGLETONS,PEAGE DE ST GERMAIN LES VERGNES,,4.8,7.6,10.5,14.7,2.8
TULLE EST,MANZAT,,14.5,21.5,30.4,45.1,8.7
TULLE EST,VULCANIA BROMONT,,12.2,18.2,25.6,35.9,7.7
TULLE EST,ST JULIEN SANCY,,10.2,16.4,23.3,31.0,6.2
TULLE EST,USSEL EST,,6.4,9.5,13.8,20.3,3.8
TULLE EST,USSEL OUEST,,4.8,7.8,10.8,15.3,2.8
TULLE EST,EGLETONS,,1.6,2.7,4.0,5.4,1.0
TULLE EST,TULLE NORD,,0.7,1.0,1.7,2.4,0.5
TULLE EST,PEAGE DE ST GERMAIN LES VERGNES,,2.1,3.5,5.0,7.5,1.3
TULLE NORD,MANZAT,,15.2,23.1,32.7,46.3,9.1
TULLE NORD,VULCANIA BROMONT,,12.8,18.8,27.3,39.0,8.1
TULLE NORD,ST JULIEN SANCY,,10.9,17.3,25.5,34.8,6.6
TULLE NORD,USSEL EST,,7.2,10.5,15.4,23.4,4.5
TULLE NORD,USSEL OUEST,,5.4,8.9,13.0,18.5,3.5
TULLE NORD,EGLETONS,,2.5,4.1,6.3,7.8,1.4
TULLE NORD,TULLE EST,,0.7,1.0,1.7,2.4,0.5
TULLE NORD,PEAGE DE ST GERMAIN LES VERGNES,,1.4,2.3,3.8,4.7,0.9
PEAGE DE ST GERMAIN LES VERGNES,MANZAT,,18.0,27.2,39.0,54.9,10.5
PEAGE DE ST GERMAIN LES VERGNES,VULCANIA BROMONT,,15.2,24.1,33.8,47.7,9.5
PEAGE DE ST GERMAIN LES VERGNES,ST JULIEN SANCY,,14.3,22.1,31.6,41.6,8.5
PEAGE DE ST GERMAIN LES VERGNES,USSEL EST,,9.8,14.9,21.4,29.1,5.9
PEAGE DE ST GERMAIN LES VERGNES,USSEL OUEST,,8.3,12.7,18.1,25.2,4.8
PEAGE DE ST GERMAIN LES VERGNES,EGLETONS,,4.8,7.6,10.5,14.7,2.8
PEAGE DE ST GERMAIN LES VERGNES,TULLE EST,,2.1,3.5,5.0,7.5,1.3
PEAGE DE ST GERMAIN LES VERGNES,TULLE NORD,,1.4,2.3,3.8,4.7,0.9
