name_from;name_to;by_way
LA BAUME D'HOSTUN;ANNECY CENTRE;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,862487381,862487378,4859173,807294534,166626220,166626191,23810827,1042259715,807294533,300061988,807294532,807294531,101190286,101190278,55687504,807294530,55687500,807294529,217944482,1426337718,2954156,50219115,50219110,7970715,242896167,242896168,196212975,771372605,4431976,771372607,558294856,2954765,69071729,69071732,771372614,558294855,69071730,69071735,850891482,243542937,243542934,771372619,238917045,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,531802652,531802651,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,4870458,25673476,25673576,165939593,663777294,332443756,26426348,26426349,95022080,95022078,850840441,1365008620,850840440,85243439,85243442,85243412,409111712,769264517,1365008621,1365008624,673474047,769264515,769264525,769264524,1441743966,769264522,769264521,4276301,501253465,501253462,501253464,769264536,26574378,769264534,300061996,22605610,1365024738,25891067,769264543,769264538,769264537,769264544,1441743965,850833608,850833609,850833610,55440964,55440957,769264548,26574266,365201628,769264545,86264444,86264432,86264403,86264439,25891081,1365024740,413493670,25891076,768096633,768096630,768096629,409110861,667688613,30790727,30790728,768096636,22634806,893974158,691101935,849287423]
LA BAUME D'HOSTUN;ANNECY NORD;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,862487381,862487378,4859173,807294534,166626220,166626191,23810827,1042259715,807294533,300061988,807294532,807294531,101190286,101190278,55687504,807294530,55687500,807294529,217944482,1426337718,2954156,50219115,50219110,7970715,242896167,242896168,196212975,771372605,4431976,771372607,558294856,2954765,69071729,69071732,771372614,558294855,69071730,69071735,850891482,243542937,243542934,771372619,238917045,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,531802652,531802651,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,4870458,25673476,25673576,165939593,663777294,332443756,26426348,26426349,95022080,95022078,850840441,1365008620,850840440,85243439,85243442,85243412,409111712,769264517,1365008621,1365008624,673474047,769264515,769264525,769264524,1441743966,769264522,769264521,4276301,501253465,501253462,501253464,769264536,26574378,769264534,300061996,22605610,1365024738,25891067,769264543,769264538,769264537,769264544,1441743965,850833608,850833609,850833610,55440964,55440957,769264548,26574266,365201628,769264545,86264444,86264432,86264403,86264439,25891081,1365024740,413493670,25891076,768096633,768096630,768096629,409110861,667688613,30790727,30790728,768096636,464231147,768096635,300061994,97371052,97371089,97371071,97371068,35921962,895193127,468901357,766204620,895193121,440033908,440033907,529198795,529198792]
LA BAUME D'HOSTUN;BOURGOIN;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,862487381,862487378,4859173,807294534,166626220,166626191,23810827,1042259715,807294533,300061988,807294532,807294531,101190286,101190278,55687504,807294530,55687500,807294529,217944482,1426337718,2954156,50219115,50219110,7970715,242896167,242896168,663981092,50318102,50318103,771372603,243571279,1425223628,379901896,663975679,609707065,717384713,609707067,661560696,243571306,50318108,50318107,558294852]
LA BAUME D'HOSTUN;CHAMBERY NORD;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,862487381,862487378,4859173,807294534,166626220,166626191,23810827,1042259715,807294533,300061988,807294532,807294531,101190286,101190278,55687504,807294530,55687500,807294529,217944482,1426337718,2954156,50219115,50219110,7970715,242896167,242896168,196212975,771372605,4431976,771372607,558294856,2954765,69071729,69071732,771372614,558294855,69071730,69071735,850891482,243542937,243542934,771372619,238917045,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,531802652,531802651,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,366071458,319077858,319077855,232546573,232546550,366772079]
LA BAUME D'HOSTUN;CHATUZANGE BARRIERE;[966001873,966001872,180709544,180709543,862362726,862362725,862362723,84622668,97020289,97020288,1125418699]
LA BAUME D'HOSTUN;ISLE D'ABEAU CENTRE;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,862487381,862487378,4859173,807294534,166626220,166626191,23810827,1042259715,807294533,300061988,807294532,807294531,101190286,101190278,55687504,807294530,55687500,807294529,217944482,1426337718,2954156,50219115,50219110,7970715,242896167,242896168,663981092,50318102,50318103,771372603,243571279,1425223628,379901896,663975679,609707066,717384714,558294853,243571281,50317212,50317201,50315721,50315719,609314018,609314016,609314014,3819278,50313609,50313610,651201488,651486155]
LA BAUME D'HOSTUN;LA TOUR DU PIN;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,862487381,862487378,4859173,807294534,166626220,166626191,23810827,1042259715,807294533,300061988,807294532,807294531,101190286,101190278,55687504,807294530,55687500,807294529,217944482,1426337718,2954156,50219115,50219110,7970715,242896167,242896168,196212975,771372605,4431976,771372607,661562067,7970719,50318175,50318177,558294847,371653217]
LA BAUME D'HOSTUN;LA TOUR DU PIN EST;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,862487381,862487378,4859173,807294534,166626220,166626191,23810827,1042259715,807294533,300061988,807294532,807294531,101190286,101190278,55687504,807294530,55687500,807294529,217944482,1426337718,2954156,50219115,50219110,7970715,242896167,242896168,196212975,771372605,4431976,771372607,558294856,2954765,69071729,69071732,771372614,771372612,224615470,771372611]
LA BAUME D'HOSTUN;LES ABRETS;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,862487381,862487378,4859173,807294534,166626220,166626191,23810827,1042259715,807294533,300061988,807294532,807294531,101190286,101190278,55687504,807294530,55687500,807294529,217944482,1426337718,2954156,50219115,50219110,7970715,242896167,242896168,196212975,771372605,4431976,771372607,558294856,2954765,69071729,69071732,771372614,558294855,69071730,69071735,850891482,243542937,243542934,771372619,334449834,334449836,49153970]
LA BAUME D'HOSTUN;MOIRANS;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,611966208,8057482,438160122]
LA BAUME D'HOSTUN;RIVES;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,862487381,862487378,4859173,807294534,166626220,166626191,23810827,1042259715,807294533,300061988,807294532,807294531,101190286,101190278,55687504,807294530,55687500,807294529,55567947,463984043,145036718,145036719,463984045,217944512]
LA BAUME D'HOSTUN;RUMILLY;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,862487381,862487378,4859173,807294534,166626220,166626191,23810827,1042259715,807294533,300061988,807294532,807294531,101190286,101190278,55687504,807294530,55687500,807294529,217944482,1426337718,2954156,50219115,50219110,7970715,242896167,242896168,196212975,771372605,4431976,771372607,558294856,2954765,69071729,69071732,771372614,558294855,69071730,69071735,850891482,243542937,243542934,771372619,238917045,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,531802652,531802651,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,4870458,25673476,25673576,165939593,663777294,332443756,26426348,26426349,95022080,95022078,850840441,1365008620,850840440,85243439,85243442,85243412,409111712,769264517,1365008621,1365008624,673474047,769264515,769264525,769264524,1441743966,769264522,769264521,4276301,501253465,501253462,501253464,769264536,26574378,769264534,300061996,22605610,1365024738,25891067,769264543,769264538,769264537,769264544,1441743965,850833608,850833609,850833610,55440964,55440957,769264548,622013673,622013674,422837863]
LA BAUME D'HOSTUN;SAINT GENIX SUR GUIERS;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,862487381,862487378,4859173,807294534,166626220,166626191,23810827,1042259715,807294533,300061988,807294532,807294531,101190286,101190278,55687504,807294530,55687500,807294529,217944482,1426337718,2954156,50219115,50219110,7970715,242896167,242896168,196212975,771372605,4431976,771372607,558294856,2954765,69071729,69071732,771372614,558294855,69071730,69071735,850891482,243542937,243542934,771372619,238917045,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,23790175,232544555,23797390,23797391]
LA BAUME D'HOSTUN;SAINT MARCELLIN;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,3337033,185190939,185190954,4725466]
LA BAUME D'HOSTUN;SEYNOD SUD;[]
LA BAUME D'HOSTUN;ST MARTIN BELLEVUE A41 N;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,862487381,862487378,4859173,807294534,166626220,166626191,23810827,1042259715,807294533,300061988,807294532,807294531,101190286,101190278,55687504,807294530,55687500,807294529,217944482,1426337718,2954156,50219115,50219110,7970715,242896167,242896168,196212975,771372605,4431976,771372607,558294856,2954765,69071729,69071732,771372614,558294855,69071730,69071735,850891482,243542937,243542934,771372619,238917045,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,531802652,531802651,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,4870458,25673476,25673576,165939593,663777294,332443756,26426348,26426349,95022080,95022078,850840441,1365008620,850840440,85243439,85243442,85243412,409111712,769264517,1365008621,1365008624,673474047,769264515,769264525,769264524,1441743966,769264522,769264521,4276301,501253465,501253462,501253464,769264536,26574378,769264534,300061996,22605610,1365024738,25891067,769264543,769264538,769264537,769264544,1441743965,850833608,850833609,850833610,55440964,55440957,769264548,26574266,365201628,769264545,86264444,86264432,86264403,86264439,25891081,1365024740,413493670,25891076,768096633,768096630,768096629,409110861,667688613,30790727,30790728,768096636,464231147,768096635,300061994,97371052,97371089,97371071,97371068,35921962,895193127,468901357,26573794,766204619,35921963,97243712,97243710,137686132,370947764,766204641,370947762,26574018,624512000,788223231]
LA BAUME D'HOSTUN;ST MARTIN BELLEVUE A410;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,862487381,862487378,4859173,807294534,166626220,166626191,23810827,1042259715,807294533,300061988,807294532,807294531,101190286,101190278,55687504,807294530,55687500,807294529,217944482,1426337718,2954156,50219115,50219110,7970715,242896167,242896168,196212975,771372605,4431976,771372607,558294856,2954765,69071729,69071732,771372614,558294855,69071730,69071735,850891482,243542937,243542934,771372619,238917045,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,531802652,531802651,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,4870458,25673476,25673576,165939593,663777294,332443756,26426348,26426349,95022080,95022078,850840441,1365008620,850840440,85243439,85243442,85243412,409111712,769264517,1365008621,1365008624,673474047,769264515,769264525,769264524,1441743966,769264522,769264521,4276301,501253465,501253462,501253464,769264536,26574378,769264534,300061996,22605610,1365024738,25891067,769264543,769264538,769264537,769264544,1441743965,850833608,850833609,850833610,55440964,55440957,769264548,26574266,365201628,769264545,86264444,86264432,86264403,86264439,25891081,1365024740,413493670,25891076,768096633,768096630,768096629,409110861,667688613,30790727,30790728,768096636,464231147,768096635,300061994,97371052,97371089,97371071,97371068,35921962,895193127,468901357,26573794,766204619,35921963,97243712,97243710,137686132,370947764,766204641,370947762,4276305,609795841,106996031,624512001,788223228]
LA BAUME D'HOSTUN;ST QUENTIN FAL. BARRIERE;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,862487381,862487378,4859173,807294534,166626220,166626191,23810827,1042259715,807294533,300061988,807294532,807294531,101190286,101190278,55687504,807294530,55687500,807294529,217944482,1426337718,2954156,50219115,50219110,7970715,242896167,242896168,663981092,50318102,50318103,771372603,243571279,1425223628,379901896,663975679,609707066,717384714,558294853,243571281,50317212,50317201,50315721,50315719,651201486,27527335,558294899,24610712,365804434,365804301,365804304,541337703,27528559]
LA BAUME D'HOSTUN;ST QUENTIN FAL. BRETELLE;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,862487381,862487378,4859173,807294534,166626220,166626191,23810827,1042259715,807294533,300061988,807294532,807294531,101190286,101190278,55687504,807294530,55687500,807294529,217944482,1426337718,2954156,50219115,50219110,7970715,242896167,242896168,663981092,50318102,50318103,771372603,243571279,1425223628,379901896,663975679,609707066,717384714,558294853,243571281,50317212,50317201,50315721,50315719,651201486,27527335,558294899,24610712,365804434,365804301,365804304,27528762,230151827,230151829]
LA BAUME D'HOSTUN;TULLINS;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,24818583,4270764]
LA BAUME D'HOSTUN;VILLEFONTAINE;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,862487381,862487378,4859173,807294534,166626220,166626191,23810827,1042259715,807294533,300061988,807294532,807294531,101190286,101190278,55687504,807294530,55687500,807294529,217944482,1426337718,2954156,50219115,50219110,7970715,242896167,242896168,663981092,50318102,50318103,771372603,243571279,1425223628,379901896,663975679,609707066,717384714,558294853,243571281,50317212,50317201,50315721,50315719,651201486,27527335,608817782,608817781,608817780,26200155,50315377,50315370,608817777]
LA BAUME D'HOSTUN;VINAY;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,4252136,61235956,61236625,445896823,4252138]
LA BAUME D'HOSTUN;VOIRON;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,862481789,4089838,862473073,862473072,4431606,202987879,862473069,202987887,1426337696,438160120,667933935,667933934,862487381,862487378,4859173,807294534,166626220,166626191,970431823,970431883,4431571,300062005]
LA BAUME D'HOSTUN;VOREPPE BARRIERE;[966001873,966001872,22991444,85064991,22991446,862362727,862362720,862362728,862362719,225059378,225059377,4389825,509079640,509079637,4389829,244831905,244831906,24818548,1042256055,222437937,1042256054,222437938,24818554,862365803,862365802,862365798,862365797,862365796,862365794,24818553,127624191,127624197,127624196,127624195,862367229,862367226,862367225,862368221,862368220,4389836,862463442,862463445,862463444,122714535,862463443,122714547,862481790,46174613,495047418,862473066,4089836,862473068,234853295,862473067,234853300,166626221,4089842,433790951,300070907,300070908,373724341,300070906,373724339,469950607,469950608,469950609,373724340]
LA TOUR DU PIN;AIGUEBELETTE;[]
LA TOUR DU PIN;AIX NORD;[7970720,558294849,144636171,144636170,144636168,661562066,2954765,69071729,69071732,771372614,558294855,69071730,69071735,850891482,243542937,243542934,771372619,238917045,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,531802652,531802651,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,4870458,25673476,25673576,165939593,663777294,332443756,26426348,26426349,95022080,95022078,850840441,1365008620,850840440,85243439,85243442,85243412,409111712,769264517,1365008621,1365008624,673474047,769264515,769264525,769264524,1441743966,769264522,769264521,4276301,501253465,501253462,501253464,769264536,609795809,609795810,4812427,26389562,26389561,1425013785]
LA TOUR DU PIN;AIX SUD;[]
LA TOUR DU PIN;ALLONZIER;[7970720,558294849,144636171,144636170,144636168,661562066,2954765,69071729,69071732,771372614,558294855,69071730,69071735,850891482,243542937,243542934,771372619,238917045,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,531802652,531802651,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,4870458,25673476,25673576,165939593,663777294,332443756,26426348,26426349,95022080,95022078,850840441,1365008620,850840440,85243439,85243442,85243412,409111712,769264517,1365008621,1365008624,673474047,769264515,769264525,769264524,1441743966,769264522,769264521,4276301,501253465,501253462,501253464,769264536,26574378,769264534,300061996,22605610,1365024738,25891067,769264543,769264538,769264537,769264544,1441743965,850833608,850833609,850833610,55440964,55440957,769264548,26574266,365201628,769264545,86264444,86264432,86264403,86264439,25891081,1365024740,413493670,25891076,768096633,768096630,768096629,409110861,667688613,30790727,30790728,768096636,464231147,768096635,300061994,97371052,97371089,97371071,97371068,35921962,895193127,468901357,26573794,766204619,35921963,97243712,97243710,137686132,370947764,766204641,370947762,4276305,609795841,8463621,788223227]
LA TOUR DU PIN;ANNECY CENTRE;[7970720,558294849,144636171,144636170,144636168,661562066,2954765,69071729,69071732,771372614,558294855,69071730,69071735,850891482,243542937,243542934,771372619,238917045,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,531802652,531802651,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,4870458,25673476,25673576,165939593,663777294,332443756,26426348,26426349,95022080,95022078,850840441,1365008620,850840440,85243439,85243442,85243412,409111712,769264517,1365008621,1365008624,673474047,769264515,769264525,769264524,1441743966,769264522,769264521,4276301,501253465,501253462,501253464,769264536,26574378,769264534,300061996,22605610,1365024738,25891067,769264543,769264538,769264537,769264544,1441743965,850833608,850833609,850833610,55440964,55440957,769264548,26574266,365201628,769264545,86264444,86264432,86264403,86264439,25891081,1365024740,413493670,25891076,768096633,768096630,768096629,409110861,667688613,30790727,30790728,768096636,22634806,893974158,691101935,849287423]
