name_from;name_to;by_way
LA TOUR DU PIN;VOREPPE BARRIERE;[7970720,558294849,371653211,661562065,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,415509475,611966206,202987884,166626193,166626196,234853297,862473076,862473074,234853298,166626194,4089842,433790951,300070907,300070908,373724341,300070906,373724339,469950607,469950608,469950609,373724340]
LA TOUR DU PIN EST;BOURGOIN;[371653207,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,3650185,771372603,243571279,1425223628,379901896,663975679,609707065,717384713,609707067,661560696,243571306,50318108,50318107,558294852]
LA TOUR DU PIN EST;CHATUZANGE BARRIERE;[371653207,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,611966207,202987885,202987882,862473071,3182360,122714537,5218995,246373665,246373666,862463441,862369307,862369306,4389835,862367227,4389834,24818549,862367228,127624187,127624192,127624189,127624188,862365793,862365795,862365799,862365800,862365801,24818555,24818556,862364848,862364847,222437936,222437939,862364850,4389830,244831904,244831907,509079634,509079631,4389824,4389827,225059379,862362722,862362721,862362724,4443997,4443998,4686347,862362726,862362725,862362723,84622668,97020289,97020288,1125418699]
LA TOUR DU PIN EST;ISLE D'ABEAU CENTRE;[371653207,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,3650185,771372603,243571279,1425223628,379901896,663975679,609707066,717384714,558294853,243571281,50317212,50317201,50315721,50315719,609314018,609314016,609314014,3819278,50313609,50313610,651201488,651486155]
LA TOUR DU PIN EST;LA BAUME D'HOSTUN;[371653207,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,611966207,202987885,202987882,862473071,3182360,122714537,5218995,246373665,246373666,862463441,862369307,862369306,4389835,862367227,4389834,24818549,862367228,127624187,127624192,127624189,127624188,862365793,862365795,862365799,862365800,862365801,24818555,24818556,862364848,862364847,222437936,222437939,862364850,4389830,244831904,244831907,509079634,509079631,4389824,4389827,225059379,862362722,862362721,862362724,4443997,4443998,4443992,180709547,180709558,966001875,966001874]
LA TOUR DU PIN EST;LA TOUR DU PIN;[371653207,771372613,69071734,69071724,558294857,771372608,661562061,144636174,558294847,371653217]
LA TOUR DU PIN EST;MOIRANS NORD;[371653207,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,1425013778]
LA TOUR DU PIN EST;RIVES;[371653207,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,611966202,4874657,217944512]
LA TOUR DU PIN EST;SAINT MARCELLIN;[371653207,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,611966207,202987885,202987882,862473071,3182360,122714537,5218995,246373665,246373666,862463441,862369307,862369306,4389835,862367227,4389834,24818549,862367228,127624187,127624192,127624189,127624188,862365793,862365795,862365799,862365800,862365801,24818555,24818556,862364848,862364847,862364849,222437991,4725466]
LA TOUR DU PIN EST;ST QUENTIN FAL. BARRIERE;[371653207,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,3650185,771372603,243571279,1425223628,379901896,663975679,609707066,717384714,558294853,243571281,50317212,50317201,50315721,50315719,651201486,27527335,558294899,24610712,365804434,365804301,365804304,541337703,27528559]
LA TOUR DU PIN EST;ST QUENTIN FAL. BRETELLE;[371653207,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,3650185,771372603,243571279,1425223628,379901896,663975679,609707066,717384714,558294853,243571281,50317212,50317201,50315721,50315719,651201486,27527335,558294899,24610712,365804434,365804301,365804304,27528762,230151827,230151829]
LA TOUR DU PIN EST;TULLINS;[371653207,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,611966207,202987885,202987882,862473071,3182360,122714537,4270763,4270764]
LA TOUR DU PIN EST;VILLEFONTAINE;[371653207,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,3650185,771372603,243571279,1425223628,379901896,663975679,609707066,717384714,558294853,243571281,50317212,50317201,50315721,50315719,651201486,27527335,608817782,608817781,608817780,26200155,50315377,50315370,608817777]
LA TOUR DU PIN EST;VINAY;[371653207,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,611966207,202987885,202987882,862473071,3182360,122714537,5218995,246373665,246373666,862463441,862369307,862369306,4389835,862367227,4252137,4252138]
LA TOUR DU PIN EST;VOIRON;[371653207,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,342615253,342615254,342615252,172558735,172558737,172558738,172558739,300062005]
LA TOUR DU PIN EST;VOREPPE BARRIERE;[371653207,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,415509475,611966206,202987884,166626193,166626196,234853297,862473076,862473074,234853298,166626194,4089842,433790951,300070907,300070908,373724341,300070906,373724339,469950607,469950608,469950609,373724340]
LE TOUVET;AITON;[529543263,771858562,235466016,25644333,25644332,611966165,771858569,1430466614,1430466617,27201690,771284509,771284507,771284506,1430466620,27201691,35017558,35017560,771284517,1430466626,771284514,771284513,4014264,769997173,4014266,673450728,177867400,177867401,769997175,4421024,39707101,39707071,39707054,87200091,736298748,769997172,684684830,769997170,87200101,769997154,1430800505,769997153,769997151,769997150,178630155,1152638185,1152638184,33178147,769997129,33178142,441541555,769997127,769997124,48201717,771284525,611966174,8032609,35130715,35130716]
LE TOUVET;CHIGNIN BARRIERE;[529543263,771858562,235466016,25644333,25644332,611966165,771858569,1430466614,1430466617,27201690,771284509,771284507,771284506,1430466620,27201691,35017558,35017560,771284517,1430466626,771284514,771284513,4014264,769997173,155731821,4157529,1165593341,769997176,623201763,1354761578,1354761577,769997178,769997177,8066005,319946604,449126672,449126670]
LE TOUVET;CHIGNIN LES MARCHES;[529543263,771858562,235466016,25644333,25644332,611966165,771858569,1430466614,1430466617,27201690,771284509,771284507,771284506,1430466620,27201691,35017558,35017560,771284517,1430466626,771284514,771284513,4014264,769997173,155731821,4157529,1165593341,769997176,623201763,1354761578,1354761577,769997178,769997179,569057042,26389548,8066007,8065969,1180770898]
LE TOUVET;CROLLES BARRIERE;[529543263,771858562,43397313,771858568,771858561,771858560,771858559,771858558,235466007,431091091,431091088,771858554,5122318,624493366]
LE TOUVET;CROLLES BRIGNOUD;[529543263,771858562,43397313,771858568,771858561,771858560,771858559,771858558,235466007,431091091,431091088,771858554,4445146]
LE TOUVET;HERMILLON;[]
LE TOUVET;MONTMELIAN;[529543263,771858562,235466016,25644333,25644332,611966165,771858569,1430466614,1430466617,27201690,771284509,771284507,771284506,1430466620,27201691,35017558,35017560,771284517,1430466626,771284514,771284513,4014264,769997173,4014266,673450728,177867400,177867401,769997175,4421024,39707101,39707071,39707054,87200091,736298748,769997172,486210276,486210275,4421041,35100707,35100708,1042853489]
LE TOUVET;PONTCHARRA;[529543263,771858562,235466016,25644333,25644332,611966165,771858569,1430466614,1430466617,27201690,771284509,611966164,27181349,35016663,35016662,27181353]
LE TOUVET;SAINT PIERRE D'ALBIGNY;[529543263,771858562,235466016,25644333,25644332,611966165,771858569,1430466614,1430466617,27201690,771284509,771284507,771284506,1430466620,27201691,35017558,35017560,771284517,1430466626,771284514,771284513,4014264,769997173,4014266,673450728,177867400,177867401,769997175,4421024,39707101,39707071,39707054,87200091,736298748,769997172,684684830,769997170,87200101,769997154,1430800505,769997153,25610483,611966160,232550064,845624873,367172915]
LE TOUVET;ST MICHEL MAURIENNE BAR;[]
LE TOUVET;ST MICHEL MAURIENNE ECH;[]
LE TOUVET;ST PIERRE BELLEVILLE;[529543263,771858562,235466016,25644333,25644332,611966165,771858569,1430466614,1430466617,27201690,771284509,771284507,771284506,1430466620,27201691,35017558,35017560,771284517,1430466626,771284514,771284513,4014264,769997173,4014266,673450728,177867400,177867401,769997175,4421024,39707101,39707071,39707054,87200091,736298748,769997172,684684830,769997170,87200101,769997154,1430800505,769997153,769997151,769997150,178630155,1152638185,1152638184,33178147,769997129,33178142,441541555,769997127,769997124,48201717,771284525,771284528,771284527,48201716,73935710,73935714,1152638183,1152638182,408436027,19338564,408436026,19338566,408436025,19338560,736301149,769997122,769997121,769997120,736300698,769997119,769997118,208529309,1424792662]
LE TOUVET;STE HELENE BARRIERE;[529543263,771858562,235466016,25644333,25644332,611966165,771858569,1430466614,1430466617,27201690,771284509,771284507,771284506,1430466620,27201691,35017558,35017560,771284517,1430466626,771284514,771284513,4014264,769997173,4014266,673450728,177867400,177867401,769997175,4421024,39707101,39707071,39707054,87200091,736298748,769997172,684684830,769997170,87200101,769997154,1430800505,769997153,769997151,769997150,178630155,1152638185,1152638184,33178147,769997129,33178142,769997126,769997123,441541587,183988502,1431632090,183988505,493973695,493973692,373719729]
LE TOUVET;STE MARIE DE CUINES;[529543263,771858562,235466016,25644333,25644332,611966165,771858569,1430466614,1430466617,27201690,771284509,771284507,771284506,1430466620,27201691,35017558,35017560,771284517,1430466626,771284514,771284513,4014264,769997173,4014266,673450728,177867400,177867401,769997175,4421024,39707101,39707071,39707054,87200091,736298748,769997172,684684830,769997170,87200101,769997154,1430800505,769997153,769997151,769997150,178630155,1152638185,1152638184,33178147,769997129,33178142,441541555,769997127,769997124,48201717,771284525,771284528,771284527,48201716,73935710,73935714,1152638183,1152638182,408436027,19338564,408436026,19338566,408436025,19338560,736301149,769997122,769997112,769997111,93221505,245348442,245348444,617236655,48201979,48201981,48201982,48201978,771284541,408436028,771284539,4268548,35138927,35138923]
LES ABRETS;AIGUEBELETTE;[]
LES ABRETS;AIX NORD;[15228285,771372618,8176196,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,531802652,531802651,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,4870458,25673476,25673576,165939593,663777294,332443756,26426348,26426349,95022080,95022078,850840441,1365008620,850840440,85243439,85243442,85243412,409111712,769264517,1365008621,1365008624,673474047,769264515,769264525,769264524,1441743966,769264522,769264521,4276301,501253465,501253462,501253464,769264536,609795809,609795810,4812427,26389562,26389561,1425013785]
LES ABRETS;AIX SUD;[]
LES ABRETS;ALLONZIER;[15228285,771372618,8176196,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,531802652,531802651,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,4870458,25673476,25673576,165939593,663777294,332443756,26426348,26426349,95022080,95022078,850840441,1365008620,850840440,85243439,85243442,85243412,409111712,769264517,1365008621,1365008624,673474047,769264515,769264525,769264524,1441743966,769264522,769264521,4276301,501253465,501253462,501253464,769264536,26574378,769264534,300061996,22605610,1365024738,25891067,769264543,769264538,769264537,769264544,1441743965,850833608,850833609,850833610,55440964,55440957,769264548,26574266,365201628,769264545,86264444,86264432,86264403,86264439,25891081,1365024740,413493670,25891076,768096633,768096630,768096629,409110861,667688613,30790727,30790728,768096636,464231147,768096635,300061994,97371052,97371089,97371071,97371068,35921962,895193127,468901357,26573794,766204619,35921963,97243712,97243710,137686132,370947764,766204641,370947762,4276305,609795841,8463621,788223227]
LES ABRETS;ANNECY CENTRE;[15228285,771372618,8176196,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,531802652,531802651,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,4870458,25673476,25673576,165939593,663777294,332443756,26426348,26426349,95022080,95022078,850840441,1365008620,850840440,85243439,85243442,85243412,409111712,769264517,1365008621,1365008624,673474047,769264515,769264525,769264524,1441743966,769264522,769264521,4276301,501253465,501253462,501253464,769264536,26574378,769264534,300061996,22605610,1365024738,25891067,769264543,769264538,769264537,769264544,1441743965,850833608,850833609,850833610,55440964,55440957,769264548,26574266,365201628,769264545,86264444,86264432,86264403,86264439,25891081,1365024740,413493670,25891076,768096633,768096630,768096629,409110861,667688613,30790727,30790728,768096636,22634806,893974158,691101935,849287423]
LES ABRETS;ANNECY NORD;[15228285,771372618,8176196,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,531802652,531802651,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,4870458,25673476,25673576,165939593,663777294,332443756,26426348,26426349,95022080,95022078,850840441,1365008620,850840440,85243439,85243442,85243412,409111712,769264517,1365008621,1365008624,673474047,769264515,769264525,769264524,1441743966,769264522,769264521,4276301,501253465,501253462,501253464,769264536,26574378,769264534,300061996,22605610,1365024738,25891067,769264543,769264538,769264537,769264544,1441743965,850833608,850833609,850833610,55440964,55440957,769264548,26574266,365201628,769264545,86264444,86264432,86264403,86264439,25891081,1365024740,413493670,25891076,768096633,768096630,768096629,409110861,667688613,30790727,30790728,768096636,464231147,768096635,300061994,97371052,97371089,97371071,97371068,35921962,895193127,468901357,766204620,895193121,440033908,440033907,529198795,529198792]
LES ABRETS;BOURGOIN;[15228285,771372618,15228284,49153975,49153972,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,3650185,771372603,243571279,1425223628,379901896,663975679,609707065,717384713,609707067,661560696,243571306,50318108,50318107,558294852]
LES ABRETS;CHAMBERY NORD;[15228285,771372618,8176196,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,531802652,531802651,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,366071458,319077858,319077855,232546573,232546550,366772079]
LES ABRETS;CHATUZANGE BARRIERE;[15228285,771372618,15228284,49153975,49153972,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,611966207,202987885,202987882,862473071,3182360,122714537,5218995,246373665,246373666,862463441,862369307,862369306,4389835,862367227,4389834,24818549,862367228,127624187,127624192,127624189,127624188,862365793,862365795,862365799,862365800,862365801,24818555,24818556,862364848,862364847,222437936,222437939,862364850,4389830,244831904,244831907,509079634,509079631,4389824,4389827,225059379,862362722,862362721,862362724,4443997,4443998,4686347,862362726,862362725,862362723,84622668,97020289,97020288,1125418699]
LES ABRETS;ISLE D'ABEAU CENTRE;[15228285,771372618,15228284,49153975,49153972,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,3650185,771372603,243571279,1425223628,379901896,663975679,609707066,717384714,558294853,243571281,50317212,50317201,50315721,50315719,609314018,609314016,609314014,3819278,50313609,50313610,651201488,651486155]
LES ABRETS;LA BAUME D'HOSTUN;[15228285,771372618,15228284,49153975,49153972,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,611966207,202987885,202987882,862473071,3182360,122714537,5218995,246373665,246373666,862463441,862369307,862369306,4389835,862367227,4389834,24818549,862367228,127624187,127624192,127624189,127624188,862365793,862365795,862365799,862365800,862365801,24818555,24818556,862364848,862364847,222437936,222437939,862364850,4389830,244831904,244831907,509079634,509079631,4389824,4389827,225059379,862362722,862362721,862362724,4443997,4443998,4443992,180709547,180709558,966001875,966001874]
LES ABRETS;LA TOUR DU PIN;[15228285,771372618,15228284,49153975,49153972,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,661562061,144636174,558294847,371653217]
LES ABRETS;MOIRANS NORD;[15228285,771372618,15228284,49153975,49153972,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,1425013778]
LES ABRETS;RIVES;[15228285,771372618,15228284,49153975,49153972,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,611966202,4874657,217944512]
LES ABRETS;RUMILLY;[15228285,771372618,8176196,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,531802652,531802651,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,4870458,25673476,25673576,165939593,663777294,332443756,26426348,26426349,95022080,95022078,850840441,1365008620,850840440,85243439,85243442,85243412,409111712,769264517,1365008621,1365008624,673474047,769264515,769264525,769264524,1441743966,769264522,769264521,4276301,501253465,501253462,501253464,769264536,26574378,769264534,300061996,22605610,1365024738,25891067,769264543,769264538,769264537,769264544,1441743965,850833608,850833609,850833610,55440964,55440957,769264548,622013673,622013674,422837863]
LES ABRETS;SAINT GENIX SUR GUIERS;[15228285,771372618,8176196,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,23790175,232544555,23797390,23797391]
LES ABRETS;SAINT MARCELLIN;[15228285,771372618,15228284,49153975,49153972,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,611966207,202987885,202987882,862473071,3182360,122714537,5218995,246373665,246373666,862463441,862369307,862369306,4389835,862367227,4389834,24818549,862367228,127624187,127624192,127624189,127624188,862365793,862365795,862365799,862365800,862365801,24818555,24818556,862364848,862364847,862364849,222437991,4725466]
LES ABRETS;SEYNOD SUD;[]
LES ABRETS;ST MARTIN BELLEVUE A41 N;[15228285,771372618,8176196,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,531802652,531802651,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,4870458,25673476,25673576,165939593,663777294,332443756,26426348,26426349,95022080,95022078,850840441,1365008620,850840440,85243439,85243442,85243412,409111712,769264517,1365008621,1365008624,673474047,769264515,769264525,769264524,1441743966,769264522,769264521,4276301,501253465,501253462,501253464,769264536,26574378,769264534,300061996,22605610,1365024738,25891067,769264543,769264538,769264537,769264544,1441743965,850833608,850833609,850833610,55440964,55440957,769264548,26574266,365201628,769264545,86264444,86264432,86264403,86264439,25891081,1365024740,413493670,25891076,768096633,768096630,768096629,409110861,667688613,30790727,30790728,768096636,464231147,768096635,300061994,97371052,97371089,97371071,97371068,35921962,895193127,468901357,26573794,766204619,35921963,97243712,97243710,137686132,370947764,766204641,370947762,26574018,624512000,788223231]
LES ABRETS;ST MARTIN BELLEVUE A410;[15228285,771372618,8176196,4431973,771372622,771372623,771372626,771372627,110036476,110036495,771372645,531802652,531802651,531802648,771372644,531802647,1210040549,475659253,531802646,531802645,475659239,531802638,531802635,37662512,531802625,531802624,475659244,365943300,2954767,37662207,25557199,531802623,531802622,295046763,771372649,771372650,771372652,771372653,531802610,531802604,25566151,771372667,771372666,25566152,295046762,24570424,771372665,24570421,771372664,2954773,2954769,531802591,531802585,531802568,531802563,531802557,531802551,366071459,31953413,31953403,663773438,663773439,769264513,4870458,25673476,25673576,165939593,663777294,332443756,26426348,26426349,95022080,95022078,850840441,1365008620,850840440,85243439,85243442,85243412,409111712,769264517,1365008621,1365008624,673474047,769264515,769264525,769264524,1441743966,769264522,769264521,4276301,501253465,501253462,501253464,769264536,26574378,769264534,300061996,22605610,1365024738,25891067,769264543,769264538,769264537,769264544,1441743965,850833608,850833609,850833610,55440964,55440957,769264548,26574266,365201628,769264545,86264444,86264432,86264403,86264439,25891081,1365024740,413493670,25891076,768096633,768096630,768096629,409110861,667688613,30790727,30790728,768096636,464231147,768096635,300061994,97371052,97371089,97371071,97371068,35921962,895193127,468901357,26573794,766204619,35921963,97243712,97243710,137686132,370947764,766204641,370947762,4276305,609795841,106996031,624512001,788223228]
LES ABRETS;ST QUENTIN FAL. BARRIERE;[15228285,771372618,15228284,49153975,49153972,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,3650185,771372603,243571279,1425223628,379901896,663975679,609707066,717384714,558294853,243571281,50317212,50317201,50315721,50315719,651201486,27527335,558294899,24610712,365804434,365804301,365804304,541337703,27528559]
LES ABRETS;ST QUENTIN FAL. BRETELLE;[15228285,771372618,15228284,49153975,49153972,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,3650185,771372603,243571279,1425223628,379901896,663975679,609707066,717384714,558294853,243571281,50317212,50317201,50315721,50315719,651201486,27527335,558294899,24610712,365804434,365804301,365804304,27528762,230151827,230151829]
LES ABRETS;TULLINS;[15228285,771372618,15228284,49153975,49153972,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,609313936,7970716,50318106,50318104,2954157,771372602,196212928,196212930,222371619,807294536,667939836,807294535,667939837,166626195,166626197,50219116,50219112,667939835,4859172,217944481,55687505,55687503,101190254,101190259,667935163,215665433,4431614,430625015,166626219,166626199,862487379,862487380,862487377,922157214,4701008,1426337709,430626025,862473070,611966207,202987885,202987882,862473071,3182360,122714537,4270763,4270764]
LES ABRETS;VILLEFONTAINE;[15228285,771372618,15228284,49153975,49153972,771372620,243542938,850872595,850872596,243542933,59554128,69071727,558294848,771372613,69071734,69071724,558294857,771372608,69071725,771372606,4431978,222371615,771372604,3650185,771372603,243571279,1425223628,379901896,663975679,609707066,717384714,558294853,243571281,50317212,50317201,50315721,50315719,651201486,27527335,608817782,608817781,608817780,26200155,50315377,50315370,608817777]
