name;osm_name;operator_ref;lat;lon;nbs_booth;booth_node_id;booth_way_id;type;operator_osm
VEILLEVILLE;Vieilleville;22;47.2913532;-1.4803645;2;[357302937, 448420478];;open;COFIROUTE
ANCENIS DIR ANGERS;Ancenis;;47.2913532;-1.4803645;2;[331944036,2463694870];;open;COFIROUTE
ANCENIS DIR NANTES;Ancenis;;47.2913532;-1.4803645;2;[1157608675,2463694844];;open;COFIROUTE
ANCENIS PEAGE;Ancenis;;47.4006985;-1.195879;3;[6279355554,6279355555,50698281];;open;COFIROUTE
