name;osm_name;operator_ref;lat;lon;nbs_booth;booth_node_id;booth_way_id;type;operator_osm
PEAGE DE TOURS CENTRE;Tours centre sorigny;Tours centre sorigny;47.2184528;0.6577159;3;[85698610,726432887,8274123701];;close;ASF
SAINTE MAURE;Sainte-Maure;25;47.1072866;0.5876617;1;[894516551];;close;ASF
CHATELLERAULT NORD;Châtellerault Nord;26;46.8369794;0.530822;1;[340395444];;close;ASF
CHATELLERAULT SUD;Châtellerault Sud;27;46.7786646;0.50452;1;[340396503];;close;ASF
FUTUROSCOPE;Futuroscope;28;46.6701286;0.3599572;2;[270647374, 2630513392];;close;ASF
POITIERS NORD;Poitiers Nord;29;46.6215062;0.3437828;2;[282069502,9975149049];;close;Vinci
POITIERS SUD;Poitiers Sud;30;46.5489824;0.2892931;2;[459173225, 3634658165];;close;ASF
ST MAIXENT SOUDAN;Saint-Maixent-Soudan;31;46.4255262;-0.0821627;2;[883346500, 883347456];;close;ASF
NIORT EST;Niort Est;11;46.3552904;-0.331188;6;[735016190, 3999405516, 3999405520, 3999405523, 3999405525, 3999405529];;close;ASF
NIORT NORD;Niort Nord;10;46.4193233;-0.3969591;4;[901258167, 4001139231, 4001139234, 4001139239];;close;ASF
NIORT OUEST;Niort Ouest;9;46.3878963;-0.6478799;5;[4001140435, 4001140450, 4001140454, 4001140460, 4001140464];;close;ASF
FONTENAY CENTRE;Fontenay Centre;8;46.4359963;-0.8214534;5;[279217857, 4001244320, 4001244321, 4001244322, 4001244323];;close;ASF
FONTENAY OUEST;Fontenay Ouest;7.1;46.4646302;-0.8767346;5;[1335678463, 2241159339, 4001244342, 4001244343, 4001244344];;close;ASF
SAINTE HERMINE;Sainte-Hermine;7;46.5335213;-1.0791804;7;[253951327, 279217617, 4001244528, 4001244529, 4001244530, 4001244531, 4001244532];;close;ASF
CHANTONNAY;Chantonnay;6;46.6272005;-1.1544805;6;[309941699, 802033563, 4003122683, 4003122684, 4003122685, 7227010528];;close;ASF
LES ESSARTS;Les Essarts;5;46.7903968;-1.1946328;6;[279128148, 824250288, 4003306365, 4003306366, 4003306367, 4422608089];;close;ASF
PEAGE DE LA ROCHE SUR YON;La Roche-sur-Yon;La Roche-sur-Yon;46.6725704;-1.3459591;2;[3025678480, 3025678481];;close;ASF
LES HERBIERS;Les Herbiers;29;46.9020192;-1.046772;2;[807894118, 807894416];;close;ASF
LA VERRIE;La Verrie;28;46.9446866;-0.9766132;2;[449598015, 806378596];;close;ASF
CHOLET SUD;Cholet Sud;27;47.0189982;-0.880635;2;[292384163, 1838205657];;close;ASF
CHOLET NORD;Cholet Nord;26;47.0833658;-0.8280595;2;[292375190, 3587014323];;close;ASF
CHEMILLE;Chemillé;25;47.2359369;-0.7276426;1;[4422613638];;close;ASF
PEAGE DE BEAULIEU S LAYON;Péage de Beaulieu-sur-Layon;Péage-de-Beaulieu-sur-Layon;47.3263959;-0.6040156;2;[267167000, 274207796];;close;ASF
MONTAIGU;Montaigu;4;46.9594945;-1.353045;8;[26589771, 275329462, 4003307027, 4003307028, 4003307029, 4003307031, 4003307032, 4404266838];;close;ASF
AIGREFEUILLE;Aigrefeuille;3;47.0692661;-1.4374016;2;[3903235081, 4088640522];;close;ASF
PEAGE DU BIGNON;Péage du Bignon;Péage-du-Bignon;47.114722;-1.4919985;2;[25959136, 25959780];;close;ASF
VOUILLE;Vouillé;32;46.3074932;-0.3663971;2;[672506884, 801745089];;close;ASF
LA ROCHELLE NIORT SUD;La Rochelle-Niort Sud;33;46.2441045;-0.4606127;8;[277398779, 5242792759, 5242792767, 5540214860, 5540214861, 5540214862, 5540214863, 5540214864];;close;ASF
ST JEAN D ANGELY;Saint-Jean-d'Angély;34;45.9628699;-0.5458975;1;[309937348];;close;ASF
PEAGE DE CABARIOT;Péage de Cabariot;Péage-de-Cabariot;45.9439955;-0.8491667;2;[1767279376, 1767279383];;close;ASF
SAINTES;Saintes;35;45.7523174;-0.6639451;2;[253948577, 253948654];;close;ASF
PONS;Pons;36;45.5744618;-0.5956219;2;[332272132, 431442217];;close;ASF
MIRAMBEAU;Mirambeau;37;45.3777;-0.5796224;2;[494910454, 494910456];;close;ASF
ST AUBIN DE BLAYE;Saint-Aubin-de-Blaye;38;45.2543461;-0.5478033;1;[665051348];;close;ASF
PEAGE DE VIRSAC;Péage de Virsac;Péage-de-Virsac;45.0235919;-0.4354379;2;[302010360, 387740859];;close;ASF
THOUARCE;Thouarcé;24;47.3295057;-0.596352;1;[6367778328];;open;ASF
TONNAY CHARENTE;Tonnay-Charente;33;45.9550146;-0.8811779;2;[1116803661, 1116803670];;open;ASF
