name_from,name_to,distance,price1,price2,price3,price4,price5
PEAGE DE TOULOUSE NORD OUEST,SAINT JORY,,0.8,1.4,2.3,3.0,0.4
PEAGE DE TOULOUSE NORD OUEST,EUROCENTRE,,1.3,2.4,3.4,4.5,0.7
PEAGE DE TOULOUSE NORD OUEST,MONTAUBAN,,3.2,5.5,8.3,10.2,2.2
PEAGE DE TOULOUSE NORD OUEST,CASTELSARRASIN,,6.0,9.4,13.5,18.2,3.6
PEAGE DE TOULOUSE NORD OUEST,VALENCE D AGEN,,8.2,12.7,19.1,23.9,5.0
PEAGE DE TOULOUSE NORD OUEST,AGEN,,10.8,16.8,23.6,32.4,6.4
PEAGE DE TOULOUSE NORD OUEST,AGEN OUEST,,12.5,19.7,28.0,38.3,7.3
PEAGE DE TOULOUSE NORD OUEST,AIGUILLON,,13.0,19.8,28.6,38.7,7.6
PEAGE DE TOULOUSE NORD OUEST,MARMANDE,,16.0,25.6,37.8,47.4,9.9
PEAGE DE TOULOUSE NORD OUEST,LA REOLE,,17.8,27.9,40.0,52.2,10.7
PEAGE DE TOULOUSE NORD OUEST,LANGON,,19.4,30.0,44.6,57.9,11.5
PEAGE DE TOULOUSE NORD OUEST,PODENSAC,,21.6,32.1,47.6,61.1,12.6
PEAGE DE TOULOUSE NORD OUEST,PEAGE DE SAINT SELVE,,22.2,35.0,51.0,64.9,13.7
PEAGE DE TOULOUSE NORD OUEST,BAZAS,,20.4,32.5,49.2,63.2,12.5
PEAGE DE TOULOUSE NORD OUEST,CAPTIEUX,,24.0,38.8,58.7,75.8,14.7
PEAGE DE TOULOUSE NORD OUEST,ROQUEFORT,,29.7,48.6,73.4,95.4,18.1
PEAGE DE TOULOUSE NORD OUEST,LE CALOY,,31.9,52.3,79.0,102.9,19.4
PEAGE DE TOULOUSE NORD OUEST,AIRE SUR ADOUR NORD,,37.3,61.6,91.2,121.4,22.6
PEAGE DE TOULOUSE NORD OUEST,AIRE SUR ADOUR SUD,,37.3,61.6,91.2,121.4,22.6
PEAGE DE TOULOUSE NORD OUEST,GARLIN,,37.4,61.7,91.3,121.5,22.7
PEAGE DE TOULOUSE NORD OUEST,THEZE,,43.1,71.6,100.5,131.2,26.1
PEAGE DE TOULOUSE NORD OUEST,PEAGE DE SAMES,,55.9,91.9,137.2,180.4,33.7
PEAGE DE TOULOUSE NORD OUEST,PEYREHORADE,,53.5,88.0,132.6,172.7,32.5
PEAGE DE TOULOUSE NORD OUEST,SALIES,,50.9,84.3,126.3,165.5,30.7
PEAGE DE TOULOUSE NORD OUEST,ORTHEZ,,50.0,82.7,123.8,162.8,30.2
PEAGE DE TOULOUSE NORD OUEST,ARTIX,,47.9,80.0,120.2,157.5,28.9
PEAGE DE TOULOUSE NORD OUEST,LESCAR,,47.3,78.8,118.7,155.8,28.6
PEAGE DE TOULOUSE NORD OUEST,PAU CENTRE,,48.2,79.9,120.2,157.6,29.1
PEAGE DE TOULOUSE NORD OUEST,SOUMOULOU,,48.8,81.1,121.9,160.2,29.6
PEAGE DE TOULOUSE NORD OUEST,TARBES OUEST,,51.6,84.7,127.0,167.2,31.1
PEAGE DE TOULOUSE NORD OUEST,TARBES EST,,52.0,85.1,128.1,168.4,31.4
PEAGE DE TOULOUSE NORD OUEST,TOURNAY,,52.3,86.4,129.5,170.0,31.6
PEAGE DE TOULOUSE NORD OUEST,CAPVERN,,53.2,87.3,131.5,172.0,32.2
PEAGE DE TOULOUSE NORD OUEST,LANNEMEZAN,,53.6,88.3,132.4,174.5,32.4
PEAGE DE TOULOUSE NORD OUEST,MONTREJEAU,,55.9,91.6,136.5,179.8,33.5
PEAGE DE TOULOUSE NORD OUEST,SAINT GAUDENS,,56.8,92.7,139.0,182.6,34.4
PEAGE DE TOULOUSE NORD OUEST,PEAGE DE LESTELLE,,60.5,98.1,147.0,192.0,36.1
SAINT JORY,PEAGE DE TOULOUSE NORD OUEST,,0.8,1.4,2.3,3.0,0.4
SAINT JORY,EUROCENTRE,,0.7,0.9,1.6,1.9,0.4
SAINT JORY,MONTAUBAN,,2.5,4.5,5.9,8.0,1.4
SAINT JORY,CASTELSARRASIN,,4.9,7.0,9.7,13.6,2.6
SAINT JORY,VALENCE D AGEN,,7.0,10.9,15.4,19.6,4.2
SAINT JORY,AGEN,,10.1,15.4,22.3,29.5,5.6
SAINT JORY,AGEN OUEST,,11.9,18.2,26.2,34.4,6.5
SAINT JORY,AIGUILLON,,12.0,18.4,26.7,35.0,6.8
SAINT JORY,MARMANDE,,15.7,23.8,31.9,42.0,8.8
SAINT JORY,LA REOLE,,17.3,24.2,35.2,46.1,9.6
SAINT JORY,LANGON,,18.5,28.4,39.0,53.8,11.0
SAINT JORY,PODENSAC,,20.5,30.8,42.0,59.5,11.6
SAINT JORY,PEAGE DE SAINT SELVE,,22.0,34.4,47.7,64.6,12.8
SAINT JORY,BAZAS,,20.0,31.3,43.6,60.3,11.9
SAINT JORY,CAPTIEUX,,23.6,37.6,53.1,72.9,14.1
SAINT JORY,ROQUEFORT,,29.3,47.4,67.8,92.5,17.5
SAINT JORY,LE CALOY,,31.5,51.1,73.4,100.0,18.8
SAINT JORY,AIRE SUR ADOUR NORD,,36.9,60.4,85.6,118.5,22.0
SAINT JORY,AIRE SUR ADOUR SUD,,36.9,60.4,85.6,118.5,22.0
SAINT JORY,GARLIN,,37.0,60.5,85.7,118.6,22.1
SAINT JORY,THEZE,,42.7,70.4,94.9,128.3,25.5
SAINT JORY,PEAGE DE SAMES,,55.5,90.7,131.6,177.5,33.1
SAINT JORY,PEYREHORADE,,53.1,86.8,127.0,169.8,31.9
SAINT JORY,SALIES,,50.5,83.1,120.7,162.6,30.1
SAINT JORY,ORTHEZ,,49.6,81.5,118.2,159.9,29.6
SAINT JORY,ARTIX,,47.5,78.8,114.6,154.6,28.3
SAINT JORY,LESCAR,,46.9,77.6,113.1,152.9,28.0
SAINT JORY,PAU CENTRE,,47.8,78.7,114.6,154.7,28.5
SAINT JORY,SOUMOULOU,,48.4,79.9,116.3,157.3,29.0
SAINT JORY,TARBES OUEST,,51.2,83.5,121.4,164.3,30.5
SAINT JORY,TARBES EST,,51.6,83.9,122.5,165.5,30.8
SAINT JORY,TOURNAY,,51.9,85.2,123.9,167.1,31.0
SAINT JORY,CAPVERN,,52.8,86.1,125.9,169.1,31.6
SAINT JORY,LANNEMEZAN,,53.2,87.1,126.8,171.6,31.8
SAINT JORY,MONTREJEAU,,55.5,90.4,130.9,176.9,32.9
SAINT JORY,SAINT GAUDENS,,56.4,91.5,133.4,179.7,33.8
SAINT JORY,PEAGE DE LESTELLE,,60.1,96.9,141.4,189.1,35.5
EUROCENTRE,PEAGE DE TOULOUSE NORD OUEST,,1.3,2.4,3.4,4.5,0.7
EUROCENTRE,SAINT JORY,,0.7,0.9,1.6,1.9,0.4
EUROCENTRE,MONTAUBAN,,1.7,2.7,4.3,5.5,1.1
